id,label
393,airplane
394,automobile
397,automobile
398,ship
399,deer
400,deer
401,bird
402,airplane
403,bird
404,bird
405,airplane
406,airplane
407,truck
408,airplane
409,truck
412,bird
413,horse
414,horse
415,deer
416,airplane
417,cat
418,airplane
420,truck
421,deer
423,horse
426,bird
428,automobile
429,truck
431,ship
433,automobile
434,horse
436,deer
437,airplane
439,truck
440,airplane
441,horse
444,truck
445,truck
446,cat
447,cat
448,deer
449,airplane
450,deer
452,frog
454,airplane
455,automobile
456,airplane
458,airplane
459,deer
460,ship
462,automobile
464,bird
467,automobile
468,airplane
469,airplane
470,horse
471,horse
473,truck
475,bird
476,ship
477,cat
479,horse
480,cat
481,truck
482,airplane
483,automobile
485,deer
486,ship
488,ship
489,frog
490,deer
493,horse
495,cat
496,truck
497,ship
498,airplane
499,automobile
500,horse
502,ship
504,ship
505,airplane
506,deer
507,automobile
508,ship
509,truck
510,ship
511,bird
512,truck
513,truck
514,bird
515,horse
517,horse
518,cat
521,deer
522,deer
524,horse
525,automobile
526,frog
527,deer
528,airplane
529,deer
531,truck
534,bird
538,horse
541,bird
542,truck
545,bird
546,horse
547,ship
548,automobile
549,cat
551,cat
552,horse
554,truck
556,airplane
557,frog
558,airplane
559,bird
562,automobile
564,deer
565,airplane
566,automobile
567,ship
568,ship
569,automobile
571,horse
576,horse
577,automobile
578,truck
579,automobile
580,truck
582,deer
583,horse
584,cat
590,horse
591,automobile
592,frog
594,automobile
596,horse
599,airplane
601,airplane
603,ship
605,airplane
606,airplane
607,automobile
609,airplane
611,ship
612,horse
613,truck
614,truck
615,airplane
617,deer
619,cat
620,frog
621,frog
624,horse
627,airplane
629,airplane
630,cat
631,bird
633,deer
635,truck
636,truck
637,horse
638,airplane
639,cat
640,cat
641,frog
643,deer
644,truck
645,automobile
646,frog
648,horse
650,bird
651,airplane
653,horse
655,horse
658,truck
659,airplane
660,truck
661,deer
663,horse
664,airplane
665,truck
666,deer
667,truck
669,truck
670,deer
672,horse
673,truck
677,automobile
679,cat
680,truck
683,frog
684,truck
685,cat
686,cat
688,airplane
690,bird
691,automobile
693,frog
694,deer
695,airplane
696,airplane
699,airplane
700,automobile
701,airplane
702,bird
703,cat
704,truck
706,deer
707,truck
708,ship
709,airplane
710,bird
712,deer
714,airplane
716,ship
718,cat
720,truck
721,frog
723,horse
726,deer
729,frog
731,cat
732,airplane
734,airplane
736,airplane
737,ship
739,frog
742,ship
743,bird
744,automobile
745,horse
747,horse
748,automobile
749,airplane
750,truck
752,dog
753,airplane
755,horse
757,truck
758,airplane
759,deer
760,horse
761,horse
764,truck
765,deer
766,airplane
769,truck
770,truck
771,frog
772,horse
774,ship
775,cat
777,cat
778,ship
779,bird
781,deer
782,frog
783,airplane
784,airplane
786,cat
787,ship
788,bird
789,cat
790,horse
791,bird
792,truck
793,cat
795,horse
797,bird
798,horse
799,truck
800,airplane
803,bird
804,bird
805,bird
806,cat
807,cat
810,cat
811,bird
812,ship
813,airplane
814,dog
816,automobile
817,deer
819,frog
822,horse
823,airplane
824,automobile
825,horse
826,horse
827,ship
828,bird
829,truck
831,bird
832,deer
835,automobile
836,automobile
838,frog
841,automobile
842,automobile
843,horse
844,airplane
846,cat
847,cat
848,horse
849,automobile
850,bird
851,cat
856,automobile
858,cat
859,horse
860,ship
862,cat
863,frog
866,cat
867,airplane
868,truck
870,cat
872,airplane
873,airplane
875,automobile
878,truck
879,cat
880,automobile
881,ship
882,truck
884,truck
885,truck
887,truck
888,deer
891,truck
892,ship
893,ship
894,automobile
897,frog
898,ship
899,horse
901,truck
902,ship
903,airplane
904,frog
906,airplane
907,airplane
908,bird
911,bird
912,airplane
913,bird
914,horse
916,truck
917,horse
918,automobile
922,frog
923,cat
926,deer
927,horse
928,airplane
931,deer
934,bird
935,deer
936,frog
937,automobile
938,frog
939,airplane
940,deer
941,airplane
942,cat
948,automobile
949,horse
950,cat
951,truck
952,deer
953,horse
954,truck
955,horse
957,horse
960,deer
962,frog
963,automobile
965,truck
966,airplane
969,horse
970,cat
971,truck
974,horse
975,airplane
976,bird
978,automobile
979,automobile
981,automobile
983,deer
984,airplane
986,frog
987,bird
990,airplane
992,automobile
993,cat
995,horse
996,cat
998,automobile
999,cat
1001,truck
1002,deer
1003,cat
1008,deer
1009,bird
1010,bird
1011,cat
1013,airplane
1017,frog
1020,horse
1021,automobile
1023,deer
1024,frog
1026,cat
1027,truck
1028,frog
1029,truck
1031,cat
1033,ship
1035,truck
1038,automobile
1039,frog
1040,airplane
1042,cat
1043,horse
1044,truck
1045,airplane
1046,truck
1047,horse
1048,frog
1049,cat
1050,truck
1052,frog
1053,automobile
1054,frog
1055,horse
1056,cat
1057,ship
1058,cat
1059,ship
1060,cat
1061,ship
1063,truck
1064,frog
1065,automobile
1066,bird
1072,horse
1074,truck
1075,cat
1076,truck
1078,bird
1079,truck
1080,automobile
1083,truck
1084,horse
1086,frog
1087,airplane
1088,ship
1090,horse
1095,horse
1096,automobile
1098,airplane
1099,cat
1100,truck
1101,cat
1102,frog
1103,truck
1104,automobile
1105,cat
1106,truck
1108,bird
1110,cat
1113,truck
1114,horse
1115,truck
1116,truck
1117,ship
1118,truck
1119,horse
1120,airplane
1121,cat
1122,cat
1124,airplane
1125,cat
1126,horse
1127,frog
1128,cat
1130,bird
1131,airplane
1133,frog
1136,horse
1138,truck
1140,bird
1141,truck
1142,ship
1143,airplane
1145,airplane
1146,automobile
1147,bird
1148,airplane
1151,cat
1152,ship
1154,automobile
1155,frog
1156,frog
1159,deer
1161,cat
1162,frog
1163,ship
1164,bird
1165,cat
1166,horse
1167,airplane
1168,horse
1169,airplane
1171,automobile
1172,truck
1174,horse
1177,frog
1179,airplane
1180,horse
1181,bird
1182,ship
1183,deer
1185,bird
1186,airplane
1187,truck
1188,airplane
1189,airplane
1190,bird
1191,truck
1195,frog
1196,airplane
1198,horse
1202,truck
1203,cat
1204,deer
1206,airplane
1208,bird
1209,cat
1212,airplane
1213,deer
1214,truck
1215,airplane
1216,horse
1217,airplane
1218,truck
1219,horse
1220,bird
1221,frog
1224,truck
1226,deer
1227,horse
1228,airplane
1230,ship
1231,ship
1232,truck
1233,truck
1234,truck
1235,airplane
1236,truck
1237,ship
1238,frog
1239,deer
1241,automobile
1242,truck
1243,automobile
1244,airplane
1247,frog
1248,truck
1249,frog
1250,airplane
1254,truck
1255,deer
1258,cat
1259,bird
1260,frog
1261,airplane
1262,ship
1263,truck
1264,truck
1265,deer
1266,cat
1267,airplane
1269,deer
1271,airplane
1272,cat
1274,horse
1276,horse
1277,horse
1278,truck
1279,airplane
1280,truck
1282,cat
1285,deer
1288,automobile
1291,truck
1292,bird
1294,automobile
1295,deer
1297,airplane
1303,horse
1304,deer
1305,automobile
1306,automobile
1307,airplane
1308,bird
1310,horse
1312,deer
1313,deer
1314,deer
1316,deer
1317,cat
1319,frog
1320,airplane
1321,automobile
1322,cat
1323,truck
1324,ship
1326,ship
1327,truck
1328,frog
1329,bird
1330,airplane
1333,truck
1334,deer
1336,airplane
1337,ship
1338,ship
1339,airplane
1341,airplane
1342,horse
1344,truck
1350,deer
1351,deer
1352,cat
1353,horse
1354,truck
1355,bird
1357,automobile
1359,cat
1360,bird
1362,truck
1365,automobile
1368,frog
1370,horse
1373,bird
1374,deer
1375,frog
1376,ship
1377,airplane
1378,automobile
1379,truck
1380,truck
1381,automobile
1382,airplane
1383,airplane
1385,truck
1386,deer
1387,horse
1390,automobile
1391,truck
1392,ship
1394,frog
1395,automobile
1396,horse
1397,deer
1398,ship
1399,ship
1401,airplane
1402,dog
1403,frog
1405,ship
1406,cat
1408,deer
1410,bird
1411,automobile
1413,horse
1414,automobile
1415,horse
1417,ship
1419,truck
1422,automobile
1423,truck
1425,airplane
1427,cat
1428,cat
1429,airplane
1432,ship
1433,airplane
1434,truck
1435,airplane
1436,deer
1437,frog
1438,truck
1440,ship
1441,bird
1442,horse
1443,horse
1445,bird
1446,horse
1448,frog
1450,cat
1451,deer
1453,ship
1454,frog
1455,airplane
1456,automobile
1457,truck
1459,bird
1460,horse
1462,cat
1463,truck
1464,airplane
1465,automobile
1466,truck
1467,airplane
1468,truck
1469,ship
1470,horse
1471,airplane
1472,deer
1473,truck
1474,airplane
1476,bird
1477,automobile
1478,airplane
1479,bird
1481,ship
1482,airplane
1488,cat
1489,horse
1490,horse
1491,horse
1492,deer
1494,airplane
1496,horse
1497,cat
1499,horse
1500,cat
1502,bird
1503,automobile
1505,truck
1506,truck
1507,ship
1508,airplane
1512,cat
1513,ship
1515,airplane
1519,horse
1521,automobile
1523,airplane
1525,airplane
1526,dog
1527,deer
1528,bird
1530,frog
1531,bird
1533,bird
1534,bird
1535,cat
1540,cat
1541,airplane
1545,horse
1547,cat
1548,automobile
1549,automobile
1550,horse
1551,frog
1552,automobile
1553,frog
1554,cat
1555,cat
1557,cat
1558,deer
1560,automobile
1561,airplane
1562,horse
1563,horse
1564,frog
1565,ship
1566,automobile
1567,bird
1569,cat
1570,deer
1572,automobile
1573,truck
1574,cat
1575,automobile
1576,deer
1577,bird
1578,horse
1579,automobile
1580,frog
1582,horse
1583,horse
1584,horse
1588,truck
1590,airplane
1591,truck
1593,horse
1594,airplane
1595,airplane
1596,deer
1597,frog
1599,airplane
1602,airplane
1603,truck
1604,cat
1605,automobile
1607,bird
1608,airplane
1609,cat
1610,bird
1611,truck
1612,automobile
1613,truck
1615,bird
1617,ship
1618,ship
1620,truck
1623,truck
1624,deer
1625,deer
1626,cat
1627,airplane
1630,airplane
1632,automobile
1633,airplane
1634,truck
1638,frog
1639,truck
1644,ship
1645,deer
1646,horse
1647,frog
1649,truck
1651,horse
1653,truck
1656,cat
1658,deer
1659,cat
1664,deer
1665,airplane
1667,deer
1669,airplane
1670,truck
1672,ship
1673,truck
1675,airplane
1676,bird
1677,bird
1678,bird
1679,frog
1680,horse
1681,ship
1682,automobile
1683,truck
1685,airplane
1688,frog
1693,deer
1694,bird
1695,automobile
1698,truck
1699,horse
1701,cat
1702,airplane
1703,ship
1704,cat
1707,truck
1708,automobile
1709,airplane
1710,airplane
1711,cat
1712,airplane
1714,dog
1715,truck
1716,airplane
1717,horse
1719,truck
1723,frog
1724,cat
1725,automobile
1726,truck
1730,horse
1732,automobile
1733,ship
1734,frog
1735,truck
1736,cat
1737,automobile
1738,cat
1739,horse
1740,deer
1741,airplane
1742,frog
1743,horse
1745,truck
1746,bird
1747,deer
1748,automobile
1749,truck
1750,ship
1756,airplane
1757,bird
1758,airplane
1759,horse
1760,airplane
1762,frog
1766,truck
1768,truck
1769,bird
1770,cat
1771,ship
1774,truck
1775,truck
1777,horse
1778,bird
1779,cat
1784,horse
1786,cat
1789,bird
1791,automobile
1797,truck
1798,ship
1799,bird
1803,frog
1804,cat
1805,deer
1807,horse
1810,frog
1812,airplane
1813,bird
1815,deer
1816,cat
1817,airplane
1818,deer
1819,bird
1823,ship
1824,cat
1825,airplane
1826,horse
1827,deer
1828,truck
1830,truck
1831,bird
1832,airplane
1833,deer
1834,horse
1836,horse
1838,frog
1840,cat
1841,horse
1842,cat
1847,cat
1852,deer
1855,horse
1856,deer
1857,cat
1859,horse
1860,ship
1865,cat
1867,deer
1868,bird
1869,truck
1870,automobile
1872,airplane
1873,airplane
1875,frog
1876,dog
1877,frog
1878,ship
1879,airplane
1881,deer
1882,deer
1883,deer
1884,bird
1886,airplane
1888,airplane
1891,horse
1892,horse
1893,cat
1894,truck
1897,horse
1898,cat
1899,horse
1900,horse
1901,horse
1902,automobile
1903,horse
1904,deer
1905,deer
1906,horse
1907,truck
1910,horse
1913,truck
1914,airplane
1917,cat
1920,cat
1926,deer
1927,airplane
1928,horse
1930,bird
1931,horse
1932,horse
1934,frog
1935,deer
1936,airplane
1938,deer
1939,cat
1941,truck
1945,frog
1946,horse
1947,automobile
1949,frog
1951,airplane
1952,cat
1953,deer
1954,deer
1955,airplane
1956,frog
1958,ship
1959,cat
1961,airplane
1964,cat
1965,ship
1966,cat
1967,cat
1968,ship
1970,cat
1971,ship
1973,truck
1974,automobile
1976,truck
1978,airplane
1979,frog
1981,airplane
1983,frog
1985,deer
1988,truck
1989,airplane
1993,deer
1996,bird
1998,horse
2000,airplane
2001,horse
2002,truck
2003,truck
2004,ship
2007,airplane
2009,horse
2010,dog
2011,airplane
2012,cat
2015,airplane
2016,horse
2017,truck
2021,truck
2022,airplane
2023,horse
2025,truck
2028,airplane
2033,truck
2034,bird
2035,airplane
2036,airplane
2038,automobile
2040,automobile
2041,frog
2043,cat
2044,frog
2048,truck
2049,cat
2051,frog
2052,cat
2054,airplane
2056,truck
2058,cat
2059,truck
2060,dog
2061,airplane
2062,truck
2064,horse
2067,airplane
2068,automobile
2069,cat
2070,deer
2071,ship
2075,horse
2079,deer
2081,bird
2083,cat
2084,cat
2087,truck
2093,cat
2094,bird
2098,truck
2099,bird
2101,frog
2103,horse
2104,horse
2106,deer
2108,airplane
2111,ship
2114,horse
2115,bird
2116,frog
2117,deer
2119,automobile
2120,horse
2122,bird
2128,cat
2129,ship
2130,truck
2131,cat
2134,bird
2136,horse
2137,bird
2138,cat
2140,horse
2141,horse
2142,cat
2143,airplane
2145,deer
2146,airplane
2147,frog
2152,horse
2153,frog
2154,automobile
2155,cat
2157,airplane
2158,truck
2159,truck
2160,frog
2162,ship
2163,cat
2166,cat
2169,cat
2170,airplane
2171,truck
2172,airplane
2173,ship
2174,automobile
2175,cat
2177,ship
2178,bird
2180,frog
2181,automobile
2182,cat
2186,automobile
2187,automobile
2188,truck
2190,airplane
2191,deer
2192,bird
2193,truck
2196,horse
2197,deer
2198,cat
2200,truck
2201,automobile
2206,bird
2207,truck
2208,horse
2209,truck
2210,airplane
2212,horse
2214,deer
2215,truck
2216,truck
2218,bird
2219,truck
2220,truck
2225,bird
2226,deer
2227,frog
2228,automobile
2229,horse
2230,ship
2233,ship
2234,airplane
2235,deer
2236,deer
2238,bird
2244,horse
2245,horse
2249,airplane
2250,automobile
2252,truck
2254,deer
2256,ship
2257,horse
2259,airplane
2262,dog
2263,airplane
2264,horse
2265,airplane
2268,frog
2269,automobile
2270,bird
2271,cat
2274,truck
2277,frog
2278,airplane
2280,cat
2281,automobile
2282,truck
2283,deer
2284,automobile
2285,ship
2287,automobile
2288,airplane
2289,frog
2290,automobile
2291,horse
2292,bird
2296,frog
2297,frog
2299,ship
2301,deer
2302,horse
2303,truck
2304,truck
2305,deer
2308,cat
2309,truck
2312,horse
2313,cat
2314,truck
2316,bird
2318,bird
2319,automobile
2320,horse
2321,automobile
2322,horse
2323,airplane
2325,cat
2327,cat
2328,deer
2329,automobile
2330,deer
2331,airplane
2332,horse
2333,truck
2337,frog
2339,truck
2340,automobile
2341,bird
2342,airplane
2343,airplane
2346,airplane
2347,bird
2348,truck
2349,cat
2351,airplane
2352,truck
2353,truck
2354,cat
2356,airplane
2357,frog
2358,truck
2360,cat
2361,horse
2364,deer
2366,airplane
2367,horse
2371,horse
2373,bird
2376,cat
2377,cat
2378,bird
2379,bird
2380,truck
2381,truck
2382,ship
2384,cat
2385,dog
2386,deer
2387,cat
2388,bird
2389,ship
2392,airplane
2393,horse
2394,bird
2396,ship
2397,horse
2398,horse
2400,horse
2401,frog
2402,airplane
2404,airplane
2405,cat
2406,horse
2407,cat
2408,frog
2413,cat
2414,airplane
2416,deer
2420,deer
2421,airplane
2422,airplane
2424,airplane
2425,frog
2426,cat
2428,airplane
2430,airplane
2431,horse
2432,automobile
2434,automobile
2435,ship
2436,airplane
2437,bird
2438,truck
2439,ship
2441,dog
2443,deer
2444,cat
2445,deer
2446,automobile
2447,airplane
2448,cat
2449,truck
2450,horse
2451,deer
2452,airplane
2454,airplane
2455,ship
2456,automobile
2457,automobile
2459,horse
2460,airplane
2461,airplane
2462,deer
2463,ship
2465,ship
2466,deer
2467,automobile
2468,bird
2469,truck
2470,automobile
2471,bird
2473,horse
2474,airplane
2476,frog
2477,bird
2478,truck
2479,airplane
2481,horse
2482,horse
2484,ship
2486,deer
2487,deer
2488,ship
2491,airplane
2493,horse
2494,horse
2495,frog
2496,truck
2498,truck
2499,truck
2502,cat
2503,horse
2505,airplane
2506,cat
2507,truck
2508,bird
2509,truck
2510,dog
2511,frog
2512,automobile
2513,airplane
2514,airplane
2518,frog
2519,cat
2520,frog
2521,deer
2522,cat
2524,ship
2525,truck
2527,truck
2530,truck
2531,cat
2532,truck
2536,bird
2537,frog
2538,bird
2540,horse
2542,horse
2543,frog
2545,deer
2546,automobile
2547,bird
2548,truck
2549,truck
2552,truck
2553,ship
2554,horse
2555,horse
2557,frog
2558,bird
2559,ship
2560,cat
2564,horse
2565,cat
2566,cat
2568,bird
2572,frog
2573,truck
2574,deer
2575,airplane
2576,bird
2578,ship
2579,airplane
2581,deer
2582,cat
2583,automobile
2585,automobile
2586,truck
2587,ship
2589,automobile
2591,ship
2592,deer
2593,ship
2596,bird
2597,frog
2598,automobile
2599,airplane
2602,horse
2604,ship
2606,frog
2607,cat
2609,horse
2610,truck
2611,bird
2612,horse
2613,horse
2614,airplane
2615,horse
2616,automobile
2617,horse
2618,airplane
2620,bird
2621,horse
2623,airplane
2625,truck
2626,frog
2631,automobile
2633,truck
2634,airplane
2637,truck
2638,truck
2640,airplane
2641,ship
2643,airplane
2645,truck
2646,truck
2647,ship
2650,cat
2652,horse
2653,airplane
2654,frog
2655,deer
2656,truck
2657,automobile
2659,ship
2660,airplane
2661,airplane
2663,airplane
2665,truck
2666,cat
2668,truck
2669,cat
2670,horse
2671,ship
2672,truck
2676,airplane
2677,truck
2679,bird
2681,airplane
2682,frog
2683,bird
2684,airplane
2688,ship
2691,frog
2692,deer
2693,airplane
2694,bird
2697,cat
2700,cat
2701,horse
2702,horse
2703,bird
2706,deer
2707,truck
2708,airplane
2709,bird
2713,deer
2715,airplane
2716,horse
2717,horse
2719,airplane
2720,bird
2721,airplane
2722,ship
2724,cat
2725,horse
2726,deer
2728,automobile
2729,truck
2730,frog
2732,automobile
2738,bird
2740,cat
2743,bird
2744,ship
2745,bird
2747,horse
2750,ship
2751,horse
2753,automobile
2754,automobile
2757,automobile
2758,truck
2759,truck
2762,truck
2763,automobile
2764,dog
2766,automobile
2767,cat
2768,truck
2769,truck
2770,automobile
2771,cat
2773,bird
2774,airplane
2775,frog
2776,automobile
2777,horse
2781,airplane
2782,cat
2783,cat
2784,horse
2788,deer
2790,bird
2791,horse
2794,truck
2796,automobile
2797,frog
2798,ship
2801,automobile
2802,horse
2803,automobile
2804,ship
2805,airplane
2806,ship
2809,airplane
2810,cat
2812,deer
2813,bird
2814,horse
2815,horse
2817,bird
2819,truck
2820,ship
2821,ship
2822,deer
2823,frog
2824,horse
2825,airplane
2826,automobile
2828,automobile
2829,automobile
2830,truck
2832,frog
2836,deer
2838,automobile
2839,truck
2841,truck
2842,automobile
2846,truck
2847,bird
2848,ship
2849,airplane
2850,automobile
2852,automobile
2853,horse
2854,truck
2855,bird
2856,airplane
2859,deer
2860,airplane
2862,airplane
2863,automobile
2864,airplane
2866,cat
2867,frog
2869,bird
2872,frog
2873,frog
2874,ship
2875,frog
2877,cat
2879,bird
2880,ship
2881,truck
2882,ship
2883,airplane
2884,automobile
2886,airplane
2887,truck
2888,automobile
2890,horse
2891,truck
2896,airplane
2897,deer
2898,horse
2899,frog
2904,cat
2906,deer
2909,truck
2910,frog
2911,automobile
2913,horse
2914,deer
2915,ship
2916,frog
2918,truck
2919,ship
2920,truck
2921,truck
2923,deer
2925,frog
2927,deer
2929,automobile
2930,ship
2931,cat
2933,airplane
2935,ship
2936,truck
2937,bird
2942,frog
2945,cat
2947,airplane
2948,cat
2949,bird
2950,airplane
2951,airplane
2952,deer
2953,ship
2954,truck
2955,ship
2956,frog
2957,truck
2958,bird
2959,automobile
2960,airplane
2961,horse
2962,truck
2963,airplane
2965,airplane
2966,frog
2967,bird
2968,airplane
2970,horse
2974,horse
2976,bird
2978,horse
2979,frog
2981,horse
2982,horse
2983,cat
2986,truck
2987,cat
2989,bird
2990,frog
2991,deer
2992,truck
2995,automobile
2996,deer
2997,airplane
2999,frog
3000,deer
3001,cat
3002,deer
3004,cat
3005,frog
3007,truck
3008,truck
3012,airplane
3013,bird
3014,horse
3015,truck
3017,cat
3019,frog
3021,automobile
3024,truck
3025,airplane
3026,automobile
3027,cat
3030,horse
3031,deer
3033,truck
3036,horse
3037,deer
3039,ship
3043,airplane
3044,cat
3045,deer
3046,truck
3047,deer
3050,airplane
3051,horse
3052,airplane
3053,cat
3054,airplane
3055,horse
3062,truck
3063,automobile
3064,airplane
3065,automobile
3066,ship
3067,airplane
3068,ship
3071,frog
3072,horse
3073,automobile
3074,airplane
3075,bird
3076,truck
3077,airplane
3079,automobile
3080,truck
3082,cat
3084,horse
3087,truck
3088,cat
3089,truck
3090,deer
3091,truck
3092,frog
3093,airplane
3095,ship
3098,truck
3100,truck
3101,cat
3103,airplane
3104,automobile
3105,horse
3106,cat
3110,cat
3111,cat
3112,frog
3114,airplane
3115,airplane
3119,bird
3120,bird
3121,automobile
3122,ship
3127,truck
3128,truck
3129,airplane
3130,truck
3131,ship
3132,automobile
3135,cat
3136,horse
3137,airplane
3138,truck
3141,airplane
3144,truck
3145,ship
3147,horse
3150,truck
3151,horse
3152,horse
3155,frog
3158,horse
3162,bird
3165,bird
3169,frog
3171,ship
3172,dog
3173,cat
3175,dog
3176,truck
3177,deer
3180,truck
3181,airplane
3182,bird
3183,deer
3185,airplane
3187,horse
3189,cat
3190,deer
3193,frog
3194,bird
3198,airplane
3200,truck
3202,cat
3203,truck
3205,airplane
3209,horse
3210,horse
3211,bird
3212,airplane
3213,automobile
3214,horse
3215,airplane
3216,ship
3217,truck
3218,deer
3219,cat
3221,cat
3225,airplane
3228,frog
3229,truck
3232,automobile
3233,truck
3234,automobile
3235,truck
3236,bird
3237,deer
3238,truck
3239,automobile
3240,truck
3241,ship
3242,frog
3243,cat
3246,bird
3247,airplane
3248,truck
3249,cat
3252,horse
3255,bird
3256,horse
3257,truck
3258,automobile
3260,bird
3261,deer
3264,airplane
3268,truck
3273,horse
3274,automobile
3275,bird
3276,horse
3277,truck
3278,airplane
3280,horse
3285,horse
3286,automobile
3287,cat
3288,cat
3289,deer
3290,cat
3291,frog
3292,bird
3293,airplane
3296,airplane
3298,bird
3299,truck
3300,bird
3302,bird
3303,cat
3304,ship
3305,airplane
3306,ship
3313,truck
3314,ship
3315,deer
3316,automobile
3317,truck
3318,horse
3319,airplane
3322,bird
3323,deer
3326,bird
3327,deer
3328,automobile
3329,cat
3330,airplane
3331,ship
3333,airplane
3335,airplane
3336,airplane
3337,airplane
3338,airplane
3339,bird
3341,cat
3343,truck
3344,horse
3345,airplane
3346,truck
3347,automobile
3348,airplane
3349,horse
3351,ship
3352,cat
3353,airplane
3356,cat
3358,ship
3359,horse
3360,ship
3362,airplane
3363,airplane
3364,truck
3365,horse
3369,bird
3370,frog
3372,cat
3374,cat
3375,horse
3376,airplane
3377,cat
3378,deer
3380,automobile
3382,truck
3383,airplane
3385,ship
3386,cat
3388,automobile
3390,horse
3392,cat
3393,truck
3398,deer
3399,horse
3400,automobile
3401,horse
3402,frog
3403,bird
3405,automobile
3406,ship
3408,truck
3410,truck
3414,horse
3415,automobile
3416,automobile
3417,bird
3418,bird
3423,truck
3425,truck
3428,horse
3430,cat
3434,deer
3435,horse
3436,frog
3437,bird
3438,frog
3439,airplane
3442,airplane
3444,airplane
3445,automobile
3446,deer
3447,bird
3448,cat
3451,horse
3455,bird
3458,cat
3460,dog
3462,cat
3463,bird
3464,truck
3465,deer
3466,deer
3467,airplane
3469,ship
3470,ship
3471,frog
3473,cat
3474,horse
3475,bird
3476,cat
3478,truck
3479,airplane
3480,truck
3481,bird
3482,horse
3485,bird
3487,cat
3488,horse
3490,truck
3491,cat
3493,dog
3501,frog
3502,truck
3505,frog
3508,deer
3510,deer
3511,truck
3512,bird
3514,truck
3515,cat
3516,airplane
3517,ship
3519,ship
3522,frog
3524,automobile
3525,cat
3526,frog
3527,truck
3528,deer
3529,frog
3532,truck
3534,deer
3535,horse
3537,airplane
3538,truck
3540,deer
3541,deer
3543,truck
3544,horse
3545,horse
3546,truck
3547,cat
3549,airplane
3550,airplane
3551,cat
3553,cat
3554,horse
3556,automobile
3559,bird
3560,deer
3561,deer
3564,frog
3565,airplane
3566,cat
3569,cat
3571,airplane
3572,cat
3574,horse
3575,airplane
3576,cat
3578,deer
3579,horse
3582,horse
3583,airplane
3584,bird
3585,ship
3586,airplane
3587,bird
3589,frog
3590,frog
3591,frog
3592,cat
3593,horse
3595,cat
3597,truck
3598,truck
3599,horse
3601,truck
3602,automobile
3603,truck
3604,frog
3606,automobile
3607,horse
3608,airplane
3609,bird
3610,airplane
3613,deer
3614,truck
3616,cat
3619,airplane
3621,automobile
3623,horse
3624,horse
3626,ship
3628,horse
3629,truck
3631,deer
3634,truck
3635,ship
3637,frog
3638,horse
3639,ship
3640,bird
3644,truck
3645,airplane
3646,bird
3647,cat
3648,airplane
